Content,Ready,Level,Type,AP,ID (Hex),Region/Connections,Prerequisites,Gear Req,Dep. Lvl.,Dependents
Visit: Tower of Ascension,FALSE,,Territory,Location,00 17 00 47,Tower of Ascension,,,,
Visit: Mantis Nest,FALSE,,Territory,Location,00 17 00 5a,Mantis Nest,,,,
Visit: Path to Cinfras,FALSE,,Territory,Location,00 17 00 5b,Path to Cinfras,,,,
Visit: Twisted Housing,FALSE,,Territory,Location,00 17 00 5c,Twisted Housing,,,,
Visit: Entrance to Kander,FALSE,,Territory,Location,00 17 00 5d,Entrance to Kander,,,,
Visit: Mesquis Tower,FALSE,,Territory,Location,00 17 00 5e,Mesquis Tower,,,,
Visit: Kander Mines,FALSE,,Territory,Location,00 17 00 5f,Kander Mines,,,,
Visit: Path to Talor,FALSE,,Territory,Location,00 17 00 60,Path to Talor,,,,
Visit: Dark Forest Village,FALSE,,Territory,Location,00 17 00 61,Dark Forest Village,,,,
Visit: Fungal Grove,FALSE,,Territory,Location,00 17 00 62,Fungal Grove,,,,
Visit: Decayed Basin,FALSE,,Territory,Location,00 17 00 63,Decayed Basin,,,,
Visit: Heart of Decay,FALSE,,Territory,Location,00 17 00 64,Heart of Decay,,,,
Visit: Mushroom Hill,FALSE,,Territory,Location,00 17 00 65,Mushroom Hill,,,,
Visit: Fallen Village,FALSE,,Territory,Location,00 17 00 66,Fallen Village,,,,
Visit: Guild Hall,FALSE,,Territory,Location,00 17 00 67,Guild Hall,,,,
Visit: Cinfras's Small Farm,FALSE,,Territory,Location,00 17 00 68,Cinfras's Small Farm,,,,
Visit: Gert Camp,FALSE,,Territory,Location,00 17 00 69,Gert Camp,,,,
Visit: Jitak's Farm,FALSE,,Territory,Location,00 17 00 6a,Jitak's Farm,,,,
Visit: Burning Farm,FALSE,,Territory,Location,00 17 00 6b,Burning Farm,,,,
Visit: Burning Airship,FALSE,,Territory,Location,00 17 00 6c,Burning Airship,,,,
Visit: Thanos Exit,FALSE,,Territory,Location,00 17 00 6d,Thanos Exit,,,,
Visit: Canyon Dropoff,FALSE,,Territory,Location,00 17 00 6e,Canyon Dropoff,,,,
Visit: Krolton's Cave,FALSE,,Territory,Location,00 17 00 6f,Krolton's Cave,,,,
Visit: Canyon High Path,FALSE,,Territory,Location,00 17 00 70,Canyon High Path,,,,
Visit: Kandon Farm,FALSE,,Territory,Location,00 17 00 72,Kandon Farm,,,,
Visit: Cliffside Passage North,FALSE,,Territory,Location,00 17 00 73,Cliffside Passage North,,,,
Visit: Ranol's Farm,FALSE,,Territory,Location,00 17 00 74,Ranol's Farm,,,,
Visit: Thesead Suburbs,FALSE,,Territory,Location,00 17 00 75,Thesead Suburbs,,,,
Visit: Crater Descent,FALSE,,Territory,Location,00 17 00 76,Crater Descent,,,,
Visit: Temple Island,FALSE,,Territory,Location,00 17 00 77,Temple Island,,,,
Visit: Snail Island,FALSE,,Territory,Location,00 17 00 78,Snail Island,,,,
Visit: Corkus Castle,FALSE,,Territory,Location,00 17 00 79,Corkus Castle,,,,
Visit: Fallen Factory,FALSE,,Territory,Location,00 17 00 7a,Fallen Factory,,,,
Visit: Corkus City Mine,FALSE,,Territory,Location,00 17 00 7b,Corkus City Mine,,,,
Visit: Ruined Houses,FALSE,,Territory,Location,00 17 00 7c,Ruined Houses,,,,
Visit: Avos Temple,FALSE,,Territory,Location,00 17 00 7d,Avos Temple,,,,
Visit: Bloody Beach,FALSE,,Territory,Location,00 17 00 7e,Bloody Beach,,,,
Visit: Corkus Outskirts,FALSE,,Territory,Location,00 17 00 7f,Corkus Outskirts,,,,
Visit: Frozen Fort,FALSE,,Territory,Location,00 17 00 80,Frozen Fort,,,,
Visit: Sky Castle,FALSE,,Territory,Location,00 17 00 81,Sky Castle,,,,
Visit: Kandon Ridge,FALSE,,Territory,Location,00 17 00 82,Kandon Ridge,,,,
Visit: Old Coal Mine,FALSE,,Territory,Location,00 17 00 83,Old Coal Mine,,,,
Visit: Dragonling Nests,FALSE,,Territory,Location,00 17 00 84,Dragonling Nests,,,,
Visit: Astraulus' Tower,FALSE,,Territory,Location,00 17 00 85,Astraulus' Tower,,,,
Visit: Molten Reach,FALSE,,Territory,Location,00 17 00 86,Molten Reach,,,,
Visit: Ahmsord Outskirts,FALSE,,Territory,Location,00 17 00 87,Ahmsord Outskirts,,,,
Visit: Swamp Island,FALSE,,Territory,Location,00 17 00 88,Swamp Island,,,,
Visit: Angel Refuge,FALSE,,Territory,Location,00 17 00 89,Angel Refuge,,,,
Visit: Wybel Island,FALSE,,Territory,Location,00 17 00 8a,Wybel Island,,,,
Visit: Central Islands,FALSE,,Territory,Location,00 17 00 8b,Central Islands,,,,
Visit: Sky Island Ascent,FALSE,,Territory,Location,00 17 00 8c,Sky Island Ascent,,,,
Visit: Sky Falls,FALSE,,Territory,Location,00 17 00 8d,Sky Falls,,,,
Visit: Jofash Tunnel,FALSE,,Territory,Location,00 17 00 8e,Jofash Tunnel,,,,
Visit: Jofash Docks,FALSE,,Territory,Location,00 17 00 8f,Jofash Docks,,,,
Visit: Santa's Hideout,FALSE,,Territory,Location,00 17 00 90,Santa's Hideout,,,,
Visit: Cinfras Outskirts,FALSE,,Territory,Location,00 17 00 92,Cinfras Outskirts,,,,
Visit: Regular Island,FALSE,,Territory,Location,00 17 00 93,Regular Island,,,,
Visit: Herb Cave,FALSE,,Territory,Location,00 17 00 94,Herb Cave,,,,
Visit: Twisted Ridge,FALSE,,Territory,Location,00 17 00 95,Twisted Ridge,,,,
Visit: Icy Island,FALSE,,Territory,Location,00 17 00 96,Icy Island,,,,
Visit: Royal Gate,FALSE,,Territory,Location,00 17 00 97,Royal Gate,,,,
Visit: Fleris Trail,FALSE,,Territory,Location,00 17 00 98,Fleris Trail,,,,
Visit: Orc Battlegrounds,FALSE,,Territory,Location,00 17 00 99,Orc Battlegrounds,,,,
Visit: Lost Atoll,FALSE,,Territory,Location,00 17 00 9a,Lost Atoll,,,,
Visit: Southern Outpost,FALSE,,Territory,Location,00 17 00 9b,Southern Outpost,,,,
Visit: Corkus Sea Cove,FALSE,,Territory,Location,00 17 00 9c,Corkus Sea Cove,,,,
Visit: Worm Tunnel,FALSE,,Territory,Location,00 17 00 9d,Worm Tunnel,,,,
Visit: Grey Ruins,FALSE,,Territory,Location,00 17 00 9e,Grey Ruins,,,,
Visit: Forgotten Town,FALSE,,Territory,Location,00 17 00 9f,Forgotten Town,,,,
Visit: Forest of Eyes,FALSE,,Territory,Location,00 17 00 a0,Forest of Eyes,,,,
Visit: Sinister Forest,FALSE,,Territory,Location,00 17 00 a1,Sinister Forest,,,,
Visit: Paths of Sludge,FALSE,,Territory,Location,00 17 00 a2,Paths of Sludge,,,,
Visit: Toxic Drip,FALSE,,Territory,Location,00 17 00 a3,Toxic Drip,,,,
Visit: Toxic Caves,FALSE,,Territory,Location,00 17 00 a4,Toxic Caves,,,,
Visit: Gateway to Nothing,FALSE,,Territory,Location,00 17 00 a5,Gateway to Nothing,,,,
Visit: Void Valley,FALSE,,Territory,Location,00 17 00 a6,Void Valley,,,,
Visit: Final Step,FALSE,,Territory,Location,00 17 00 a7,Final Step,,,,
Visit: Bizarre Passage,FALSE,,Territory,Location,00 17 00 a8,Bizarre Passage,,,,
Visit: The Gate,FALSE,,Territory,Location,00 17 00 a9,The Gate,,,,
Visit: Heavenly Ingress,FALSE,,Territory,Location,00 17 00 aa,Heavenly Ingress,,,,
Visit: Luminous Plateau,FALSE,,Territory,Location,00 17 00 ab,Luminous Plateau,,,,
Visit: Primal Fen,FALSE,,Territory,Location,00 17 00 ac,Primal Fen,,,,
Visit: Azure Frontier,FALSE,,Territory,Location,00 17 00 ad,Azure Frontier,,,,
Visit: Path to Light,FALSE,,Territory,Location,00 17 00 ae,Path to Light,,,,
Visit: Nexus of Light,FALSE,,Territory,Location,00 17 00 af,Nexus of Light,,,,
Visit: Light Peninsula,FALSE,,Territory,Location,00 17 00 b0,Light Peninsula,,,,
Visit: Field of Life,FALSE,,Territory,Location,00 17 00 b1,Field of Life,,,,
Visit: Dusty Pit,FALSE,,Territory,Location,00 17 00 c7,Dusty Pit,,,,
Visit: Lifeless Forest,FALSE,,Territory,Location,00 17 00 c9,Lifeless Forest,,,,
Visit: Disturbed Crypt,FALSE,,Territory,Location,00 17 00 ca,Disturbed Crypt,,,,
Visit: Derelict Mansion,FALSE,,Territory,Location,00 17 00 cb,Derelict Mansion,,,,
Visit: Dreary Docks,FALSE,,Territory,Location,00 17 00 cc,Dreary Docks,,,,
Visit: The Hive,FALSE,,Territory,Location,00 17 00 d3,The Hive,,,,
Visit: Centerworld Fortress,FALSE,,Territory,Location,00 17 00 f1,Centerworld Fortress,,,,
Visit: Road to Light Forest,FALSE,,Territory,Location,00 17 00 f2,Road to Light Forest,,,,
Visit: Efilim Crossroads,FALSE,,Territory,Location,00 17 00 f3,Efilim Crossroads,,,,
Visit: Minotaur Barbecue,FALSE,,Territory,Location,00 17 00 f4,Minotaur Barbecue,,,,
Visit: Path to the Forgery,FALSE,,Territory,Location,00 17 00 f5,Path to the Forgery,,,,
Visit: Guardian of the Forest,FALSE,,Territory,Location,00 17 00 f6,Guardian of the Forest,,,,
Visit: Wood Sprite Hideaway,FALSE,,Territory,Location,00 17 00 f7,Wood Sprite Hideaway,,,,
Visit: Path to Light's Secret,FALSE,,Territory,Location,00 17 00 f8,Path to Light's Secret,,,,
Visit: Aldorei Valley Outskirts,FALSE,,Territory,Location,00 17 00 f9,Aldorei Valley Outskirts,,,,
Visit: Myconid Descent,FALSE,,Territory,Location,00 17 00 fa,Myconid Descent,,,,
Visit: Chasm Chokepoint,FALSE,,Territory,Location,00 17 00 fb,Chasm Chokepoint,,,,
Visit: Luxuriant Pond,FALSE,,Territory,Location,00 17 00 fc,Luxuriant Pond,,,,
Visit: Dodegar's Forge,FALSE,,Territory,Location,00 17 00 fd,Dodegar's Forge,,,,
Visit: Unicorn Trail,FALSE,,Territory,Location,00 17 00 fe,Unicorn Trail,,,,
Visit: The Forgery,FALSE,,Territory,Location,00 17 00 ff,The Forgery,,,,
Visit: Collapsed Bridge,FALSE,,Territory,Location,00 17 01 00,Collapsed Bridge,,,,
Visit: Mycelial Expanse,FALSE,,Territory,Location,00 17 01 01,Mycelial Expanse,,,,
Visit: The Shiar,FALSE,,Territory,Location,00 17 01 02,The Shiar,,,,
Visit: Chasm Overlook,FALSE,,Territory,Location,00 17 01 03,Chasm Overlook,,,,
Visit: Enchanted River,FALSE,,Territory,Location,00 17 01 04,Enchanted River,,,,
Visit: Gelibord Watermill,FALSE,,Territory,Location,00 17 01 05,Gelibord Watermill,,,,
Visit: Castle Dullahan,FALSE,,Territory,Location,00 17 01 06,Castle Dullahan,,,,
Visit: Overtaken Outpost,FALSE,,Territory,Location,00 17 01 08,Overtaken Outpost,,,,
Visit: Mangled Lake,FALSE,,Territory,Location,00 17 01 09,Mangled Lake,,,,
Visit: Caritat Mansion,FALSE,,Territory,Location,00 17 01 0a,Caritat Mansion,,,,
Visit: Lexdale Penitentiary,FALSE,,Territory,Location,00 17 01 0b,Lexdale Penitentiary,,,,
Visit: Path to the Penitentiary,FALSE,,Territory,Location,00 17 01 0c,Path to the Penitentiary,,,,
Visit: Faltach Manor,FALSE,,Territory,Location,00 17 01 0d,Faltach Manor,,,,
Visit: Viscera Pits,FALSE,,Territory,Location,00 17 01 0e,Viscera Pits,,,,
Visit: Talor Cemetery,FALSE,,Territory,Location,00 17 01 0f,Talor Cemetery,,,,
Visit: Old Crossroads,FALSE,,Territory,Location,00 17 01 10,Old Crossroads,,,,
Visit: Entrance to Cinfras,FALSE,,Territory,Location,00 17 01 11,Entrance to Cinfras,,,,
Visit: Weird Clearing,FALSE,,Territory,Location,00 17 01 12,Weird Clearing,,,,
Visit: Big Mushroom Cave,FALSE,,Territory,Location,00 17 01 13,Big Mushroom Cave,,,,
Visit: Paper Trail,FALSE,,Territory,Location,00 17 01 14,Paper Trail,,,,
Visit: Silverbull Headquarters,FALSE,,Territory,Location,00 17 01 15,Silverbull Headquarters,,,,
Visit: Celestial Impact,FALSE,,Territory,Location,00 17 01 16,Celestial Impact,,,,
Visit: Gylia Fisherman Camp,FALSE,,Territory,Location,00 17 01 17,Gylia Fisherman Camp,,,,
Visit: Cosmic Fissures,FALSE,,Territory,Location,00 17 01 18,Cosmic Fissures,,,,
Visit: Gylia Research Cabin,FALSE,,Territory,Location,00 17 01 19,Gylia Research Cabin,,,,
Visit: Gylia Lakehouse,FALSE,,Territory,Location,00 17 01 1a,Gylia Lakehouse,,,,
Visit: Gylia Watchtower,FALSE,,Territory,Location,00 17 01 1b,Gylia Watchtower,,,,
Visit: Aldorei Springs,FALSE,,Territory,Location,00 17 01 1c,Aldorei Springs,,,,
Visit: Outer Aldorei Town,FALSE,,Territory,Location,00 17 01 1d,Outer Aldorei Town,,,,
Visit: Aldorei Valley,FALSE,,Territory,Location,00 17 01 1e,Aldorei Valley,,,,
Visit: Aldorei River,FALSE,,Territory,Location,00 17 01 1f,Aldorei River,,,,
Visit: Aldorei Cliffside Waterfalls,FALSE,,Territory,Location,00 17 01 20,Aldorei Cliffside Waterfalls,,,,
Visit: Waterfall Cave,FALSE,,Territory,Location,00 17 01 21,Waterfall Cave,,,,
Visit: Timeworn Arch,FALSE,,Territory,Location,00 17 01 22,Timeworn Arch,,,,
Visit: Pine Pillar Forest,FALSE,,Territory,Location,00 17 01 23,Pine Pillar Forest,,,,
Visit: Evergreen Outbreak,FALSE,,Territory,Location,00 17 01 24,Evergreen Outbreak,,,,
Visit: Secluded Ponds,FALSE,,Territory,Location,00 17 01 25,Secluded Ponds,,,,
Visit: Path to Thanos,FALSE,,Territory,Location,00 17 01 26,Path to Thanos,,,,
Visit: Kitrios Armory,FALSE,,Territory,Location,00 17 01 27,Kitrios Armory,,,,
Visit: Kitrios Barracks,FALSE,,Territory,Location,00 17 01 28,Kitrios Barracks,,,,
Visit: Colourful Mountaintop,FALSE,,Territory,Location,00 17 01 29,Colourful Mountaintop,,,,
Visit: Upper Thanos,FALSE,,Territory,Location,00 17 01 2a,Upper Thanos,,,,
Visit: Molten Passage,FALSE,,Territory,Location,00 17 01 2b,Molten Passage,,,,
Visit: Path to Ozoth's Spire,FALSE,,Territory,Location,00 17 01 2c,Path to Ozoth's Spire,,,,
Visit: Inhospitable Mountain,FALSE,,Territory,Location,00 17 01 2d,Inhospitable Mountain,,,,
Visit: Bandit Cave,FALSE,,Territory,Location,00 17 01 2e,Bandit Cave,,,,
Visit: Cascading Basins,FALSE,,Territory,Location,00 17 01 2f,Cascading Basins,,,,
Visit: Cyclospordial Hazard,FALSE,,Territory,Location,00 17 01 30,Cyclospordial Hazard,,,,
Visit: Winding Waters,FALSE,,Territory,Location,00 17 01 31,Winding Waters,,,,
Visit: Panda Path,FALSE,,Territory,Location,00 17 01 32,Panda Path,,,,
Visit: Panda Kingdom,FALSE,,Territory,Location,00 17 01 33,Panda Kingdom,,,,
Visit: Parasitic Slime Mine,FALSE,,Territory,Location,00 17 01 34,Parasitic Slime Mine,,,,
Visit: Turncoat Turnabout,FALSE,,Territory,Location,00 17 01 35,Turncoat Turnabout,,,,
Visit: Wayward Split,FALSE,,Territory,Location,00 17 01 36,Wayward Split,,,,
Visit: Perilous Passage,FALSE,,Territory,Location,00 17 01 37,Perilous Passage,,,,
Visit: Perilous Grotto,FALSE,,Territory,Location,00 17 01 38,Perilous Grotto,,,,
Visit: Thanos Underpass,FALSE,,Territory,Location,00 17 01 39,Thanos Underpass,,,,
Visit: Canyon Walkway,FALSE,,Territory,Location,00 17 01 3a,Canyon Walkway,,,,
Visit: Wizard's Warning,FALSE,,Territory,Location,00 17 01 3b,Wizard's Warning,,,,
Visit: Harpy's Haunt North,FALSE,,Territory,Location,00 17 01 3c,Harpy's Haunt North,,,,
Visit: Fleris Cranny,FALSE,,Territory,Location,00 17 01 3d,Fleris Cranny,,,,
Visit: Troll Tower,FALSE,,Territory,Location,00 17 01 3e,Troll Tower,,,,
Visit: Illuminant Path,FALSE,,Territory,Location,00 17 01 3f,Illuminant Path,,,,
Visit: Bandit's Toll,FALSE,,Territory,Location,00 17 01 40,Bandit's Toll,,,,
Visit: Wizard Tower,FALSE,,Territory,Location,00 17 01 41,Wizard Tower,,,,
Visit: Rocky Bend,FALSE,,Territory,Location,00 17 01 42,Rocky Bend,,,,
Visit: Housing Crisis,FALSE,,Territory,Location,00 17 01 43,Housing Crisis,,,,
Visit: Featherfall Cliffs,FALSE,,Territory,Location,00 17 01 44,Featherfall Cliffs,,,,
Visit: Elefolk Stomping Grounds,FALSE,,Territory,Location,00 17 01 45,Elefolk Stomping Grounds,,,,
Visit: Path to the Dojo,FALSE,,Territory,Location,00 17 01 46,Path to the Dojo,,,,
Visit: Wanderer's Way,FALSE,,Territory,Location,00 17 01 47,Wanderer's Way,,,,
Visit: Workshop Glade,FALSE,,Territory,Location,00 17 01 48,Workshop Glade,,,,
Visit: Bantisu Approach,FALSE,,Territory,Location,00 17 01 49,Bantisu Approach,,,,
Visit: Bantisu Air Temple,FALSE,,Territory,Location,00 17 01 4a,Bantisu Air Temple,,,,
Visit: Elephelk Trail,FALSE,,Territory,Location,00 17 01 4b,Elephelk Trail,,,,
Visit: Protector's Pathway,FALSE,,Territory,Location,00 17 01 4c,Protector's Pathway,,,,
Visit: Cliffside Passage South,FALSE,,Territory,Location,00 17 01 4d,Cliffside Passage South,,,,
Visit: Thesead Underpass,FALSE,,Territory,Location,00 17 01 4e,Thesead Underpass,,,,
Visit: Entrance to Thesead,FALSE,,Territory,Location,00 17 01 4f,Entrance to Thesead,,,,
Visit: Displaced Housing,FALSE,,Territory,Location,00 17 01 50,Displaced Housing,,,,
Visit: Cherry Blossom Grove,FALSE,,Territory,Location,00 17 01 51,Cherry Blossom Grove,,,,
Visit: Entrance to Molten Heights,FALSE,,Territory,Location,00 17 01 52,Entrance to Molten Heights,,,,
Visit: Freezing Heights,FALSE,,Territory,Location,00 17 01 54,Freezing Heights,,,,
Visit: Lava Lakes,FALSE,,Territory,Location,00 17 01 55,Lava Lakes,,,,
Visit: Dragonbone Graveyard,FALSE,,Territory,Location,00 17 01 56,Dragonbone Graveyard,,,,
Visit: Entamis Village,FALSE,,Territory,Location,00 17 01 57,Entamis Village,,,,
Visit: Fountain of Youth,FALSE,,Territory,Location,00 17 01 58,Fountain of Youth,,,,
Visit: Delnar Manor,FALSE,,Territory,Location,00 17 01 59,Delnar Manor,,,,
Visit: Corkus City Crossroads,FALSE,,Territory,Location,00 17 01 5a,Corkus City Crossroads,,,,
Visit: Road to Mine,FALSE,,Territory,Location,00 17 01 5b,Road to Mine,,,,
Visit: Industrial Clearing,FALSE,,Territory,Location,00 17 01 5c,Industrial Clearing,,,,
Visit: Corkus Forest,FALSE,,Territory,Location,00 17 01 5d,Corkus Forest,,,,
Visit: Picnic Pond,FALSE,,Territory,Location,00 17 01 5e,Picnic Pond,,,,
Visit: Avos Territory,FALSE,,Territory,Location,00 17 01 5f,Avos Territory,,,,
Visit: Overrun Docks,FALSE,,Territory,Location,00 17 01 60,Overrun Docks,,,,
Visit: Retrofitted Manufactory,FALSE,,Territory,Location,00 17 01 61,Retrofitted Manufactory,,,,
Visit: Founder's Statue,FALSE,,Territory,Location,00 17 01 62,Founder's Statue,,,,
Visit: Path to Ahmsord,FALSE,,Territory,Location,00 17 01 63,Path to Ahmsord,,,,
Visit: Aerial Descent,FALSE,,Territory,Location,00 17 01 64,Aerial Descent,,,,
Visit: Raiders' Stronghold,FALSE,,Territory,Location,00 17 01 65,Raiders' Stronghold,,,,
Visit: Raiders' Airbase,FALSE,,Territory,Location,00 17 01 66,Raiders' Airbase,,,,
Visit: Lighthouse Lookout,FALSE,,Territory,Location,00 17 01 67,Lighthouse Lookout,,,,
Visit: Felroc Fields,FALSE,,Territory,Location,00 17 01 68,Felroc Fields,,,,
Visit: Balloon Airbase,FALSE,,Territory,Location,00 17 01 69,Balloon Airbase,,,,
Visit: Broken Road,FALSE,,Territory,Location,00 17 01 6a,Broken Road,,,,
Visit: Otherworldly Monolith,FALSE,,Territory,Location,00 17 01 6b,Otherworldly Monolith,,,,
Visit: Troll's Challenge,FALSE,,Territory,Location,00 17 01 6e,Troll's Challenge,,,,
Visit: Harpy's Haunt South,FALSE,,Territory,Location,00 17 01 6f,Harpy's Haunt South,,,,
Visit: Hobgoblin's Hoard,FALSE,,Territory,Location,00 17 01 70,Hobgoblin's Hoard,,,,
Visit: Pyroclastic Flow,FALSE,,Territory,Location,00 17 01 71,Pyroclastic Flow,,,,
Visit: Ava's Workshop,FALSE,,Territory,Location,00 17 01 72,Ava's Workshop,,,,
Visit: Wellspring of Eternity,FALSE,,Territory,Location,00 17 01 73,Wellspring of Eternity,,,,
Visit: Fort Torann,FALSE,,Territory,Location,00 17 01 74,Fort Torann,,,,
Visit: Xima Valley,FALSE,,Territory,Location,00 17 01 75,Xima Valley,,,,
Visit: The Frog Bog,FALSE,,Territory,Location,00 17 01 76,The Frog Bog,,,,
Visit: Forts in Fall,FALSE,,Territory,Location,00 17 01 77,Forts in Fall,,,,
Visit: Royal Dam,FALSE,,Territory,Location,00 17 01 78,Royal Dam,,,,
Visit: Festival Grounds,FALSE,,Territory,Location,00 17 01 79,Festival Grounds,,,,
Visit: The Lumbermill,FALSE,,Territory,Location,00 17 01 7a,The Lumbermill,,,,
Visit: Residence Sector,FALSE,,Territory,Location,00 17 01 7b,Residence Sector,,,,
Visit: Agricultural Sector,FALSE,,Territory,Location,00 17 01 7c,Agricultural Sector,,,,
Visit: Water Processing Sector,FALSE,,Territory,Location,00 17 01 7d,Water Processing Sector,,,,
Visit: Industrial Sector,FALSE,,Territory,Location,00 17 01 7e,Industrial Sector,,,,
Visit: Highlands Gate,FALSE,,Territory,Location,00 17 01 7f,Highlands Gate,,,,
Visit: Alder Understory,FALSE,,Territory,Location,00 17 01 80,Alder Understory,,,,
Visit: Verdant Grove,FALSE,,Territory,Location,00 17 01 81,Verdant Grove,,,,
Visit: Fort Hegea,FALSE,,Territory,Location,00 17 01 82,Fort Hegea,,,,
Visit: Deforested Ecotone,FALSE,,Territory,Location,00 17 01 83,Deforested Ecotone,,,,
Visit: Citadel's Shadow,FALSE,,Territory,Location,00 17 01 84,Citadel's Shadow,,,,
Visit: Lake Gitephe,FALSE,,Territory,Location,00 17 01 85,Lake Gitephe,,,,
Visit: Fort Tericen,FALSE,,Territory,Location,00 17 01 86,Fort Tericen,,,,
Visit: Lake Rieke,FALSE,,Territory,Location,00 17 01 87,Lake Rieke,,,,
Visit: Frosty Outpost,FALSE,,Territory,Location,00 17 01 88,Frosty Outpost,,,,
Visit: Feuding Houses,FALSE,,Territory,Location,00 17 01 89,Feuding Houses,,,,
Visit: Royal Barracks,FALSE,,Territory,Location,00 17 01 8a,Royal Barracks,,,,
Visit: Gates to Aelumia,FALSE,,Territory,Location,00 17 01 8b,Gates to Aelumia,,,,
Visit: University Campus,FALSE,,Territory,Location,00 17 01 8c,University Campus,,,,
Visit: Cinfras,FALSE,,Territory,Location,00 17 01 a3,Cinfras,,,,
Visit: Gelibord,FALSE,,Territory,Location,00 17 01 a4,Gelibord,,,,
Visit: Lexdale,FALSE,,Territory,Location,00 17 01 a5,Lexdale,,,,
Visit: Thanos,FALSE,,Territory,Location,00 17 01 a6,Thanos,,,,
Visit: Thesead,FALSE,,Territory,Location,00 17 01 a7,Thesead,,,,
Visit: Eltom,FALSE,,Territory,Location,00 17 01 a8,Eltom,,,,
Visit: Ahmsord,FALSE,,Territory,Location,00 17 01 a9,Ahmsord,,,,
Visit: Corkus City,FALSE,,Territory,Location,00 17 01 aa,Corkus City,,,,
Visit: Legendary Island,FALSE,,Territory,Location,00 17 01 ab,Legendary Island,,,,
Visit: Rodoroc,FALSE,,Territory,Location,00 17 01 ac,Rodoroc,,,,
Visit: Lutho,FALSE,,Territory,Location,00 17 01 ad,Lutho,,,,
Visit: Efilim,FALSE,,Territory,Location,00 17 01 ae,Efilim,,,,
Visit: Relos,FALSE,,Territory,Location,00 17 01 af,Relos,,,,
Visit: Espren,FALSE,,Territory,Location,00 17 01 b0,Espren,,,,
Visit: Timasca,FALSE,,Territory,Location,00 17 01 b1,Timasca,,,,
Visit: Aldwell,FALSE,,Territory,Location,00 17 01 b2,Aldwell,,,,
Visit: Hyloch,FALSE,,Territory,Location,00 17 01 b3,Hyloch,,,,
Visit: Contested District,FALSE,,Territory,Location,00 17 01 b4,Contested District,,,,
Visit: Kandon-Beda,FALSE,,Territory,Location,00 17 01 b5,Kandon-Beda,,,,
Visit: Dogun Ritual Site,FALSE,,Territory,Location,00 17 01 b6,Dogun Ritual Site,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
,FALSE,,,,,,,,,
